,id,created_at,tweet_clean,sentiment,sentiment_category
52,845292886623109120,2017-03-24 15:15:03,"' : First batch Model S P85D for me , Grey . Signature Model X P90D for wife , Triple White . Best in the \ xe2 \ x80 \ xa6 '",0.6597,positive
53,845292269649354752,2017-03-24 15:12:36,"' Only Model S will have the seven seater option , more cargo space , plus higher range , \ xe2 \ x80 \ xa6",0.0,neutral
54,845291692206960641,2017-03-24 15:10:18,' : we believe so much in and its we have a 100D Model S and 90D Model X and love both . Thank you ! :\ xe2 \ x80 \ xa6 ',0.69,positive
55,845291536480813056,2017-03-24 15:09:41,' The Model S produced today is version 4 . Let me put it this way : it is the car I will keep \ xe2 \ x80 \ xa6,0.0,neutral
56,845291064583892992,2017-03-24 15:07:49,""" : My monster Model X is the best car I ' ever used . Thank you . \ xe2 \ x9d \ xa4 \ \ xb8 \ x8f """,0.7717,positive
57,845290713776451584,2017-03-24 15:06:25,"' If fate is on our side , it will be amazing . Will talk about that in detail next week .'",0.5859,positive
58,845290493130919936,2017-03-24 15:05:32,' No problem :)',-0.5994,negative
59,845290417591541760,2017-03-24 15:05:14,"' Should be summer next year . Sorry , really wish we could get done sooner . We truly are working as fast as we can .'",0.6801,positive
60,845289977051148289,2017-03-24 15:03:29,' Let me just go fetch my magic wand ...',0.0,neutral
61,845289583575105536,2017-03-24 15:01:56,""" : My Model S is the best car I ' ever had",0.6369,positive
62,845288100754444288,2017-03-24 14:56:02,""" : my Roadster is the best car i ' ever had """,0.6369,positive
63,845287981652963328,2017-03-24 14:55:34,"' First in line for dual motor as soon as we can make it , which is probably in 6 to 9 .'",0.0,neutral
64,845287688882184192,2017-03-24 14:54:24,' Damn straight we do ! Coming with 8 . 1 next week .',-0.2714,negative
65,845287211306139648,2017-03-24 14:52:30,' First drive of a release candidate version of Model 3,0.0,neutral
66,845286730668257280,2017-03-24 14:50:35,' It still one display ',0.0,neutral
67,845286473905553408,2017-03-24 14:49:34,""" : My model S is the best car I ' ever had !!""",0.6988,positive
68,845286206539685890,2017-03-24 14:48:30,' Nothing new that a consumer would notice . Lots of new tech in the design and production process though .',0.0,neutral
69,845285846936825856,2017-03-24 14:47:05,"' The more autonomous a car is , the less dash you need . How often do you look at the instrument pane \ xe2 \ x80 \ xa6",0.0,neutral
70,845285398662197248,2017-03-24 14:45:18,' How about the video we just took of the first Model 3 release candidate drive ?',0.0,neutral
71,845285144436998144,2017-03-24 14:44:17,' : My Model X is the thing I have ever . Period .',0.0,neutral
72,845285007211950080,2017-03-24 14:43:45,"' , machine next month and we start digging the tunnel !'",0.0,neutral
73,845284550926221312,2017-03-24 14:41:56,' I think so ',0.0,neutral
74,845284390397665280,2017-03-24 14:41:17,"' No , we are configuration complexity to keep the production ramp on \ xe2 \ x80 \ xa6",-0.296,negative
75,845283880080850945,2017-03-24 14:39:16,' / Wed ',0.0,neutral
76,845283534948392960,2017-03-24 14:37:53,""" Because I was a dumb idiot and ' t realize at the time that it would cause confusion """,-0.8316,negative
77,845283253602828288,2017-03-24 14:36:46,' / Wed next week ',0.0,neutral
78,845282934546350080,2017-03-24 14:35:30,"' a book Yes . Model S will always be the until next gen Roadster , which is a few away .'",0.4019,positive
79,845282733546921985,2017-03-24 14:34:42,"' Yes , but not until next year '",0.2144,positive
80,845282590030360578,2017-03-24 14:34:08,' Yes . Hardware already on all production S and X .',0.4019,positive
81,845282298291339267,2017-03-24 14:32:59,"' Miller . Model 3 is like a 3 series or A4 . Model S is like 5 and 6 series , but much \ xe2 \ x80 \ xa6",0.3612,positive
82,845281640972660736,2017-03-24 14:30:22,' How about now ?',0.0,neutral
83,845281547368349696,2017-03-24 14:30:00,' Oh Model Y is coming too in a few . have to .',0.0,neutral
84,845281211626864641,2017-03-24 14:28:40,' All built since last year will be capable of self - driving as ',0.3818,positive
85,845280846764396544,2017-03-24 14:27:13,' Definitely ',0.4019,positive
86,845280754871418880,2017-03-24 14:26:51,"' Model 3 was going to be Model E , for obvious dumb humor , but Ford to block it , so now it is S3X . Totally different :)'",-0.6652,negative
87,845279897383710720,2017-03-24 14:23:26,' Yes ',0.4019,positive
88,845279423238590464,2017-03-24 14:21:33,"' Model 3 is just a smaller , more affordable version of Model S w less range & ; power & ; . Model S more advanced technology .'",0.3167,positive
89,845278449811939328,2017-03-24 14:17:41,"' Am that many people think Model 3 is the "" next version "" of a , like 2 3 . This is not true .'",0.0433,positive
90,845277819282219010,2017-03-24 14:15:11,' Looking forward to the game with my !',0.0,neutral
91,845215504738402304,2017-03-24 10:07:34,""" 8 I used to be one . You ' re welcome . Trying my best , at least . Hope it ' s a bit useful .""",0.9186,positive
92,845180973394247680,2017-03-24 07:50:21,""" Just because I ' m building a spaceship to get back to my home planet ' t mean I ' m an alien """,0.0,neutral
93,845179612644618240,2017-03-24 07:44:56,' The number of extinct single planet probably live by at least \ xe2 \ x80 \ xa6,0.0772,positive
94,845177494575636480,2017-03-24 07:36:32,"' Probably . Either that , simulation , great filter or they are very , very subtle .'",0.6249,positive
95,845175921317335041,2017-03-24 07:30:16,""" I hope that ' t work """,0.4404,positive
96,845175729885081601,2017-03-24 07:29:31,' ~ spawn . alien ',0.0,neutral
97,845172927892897792,2017-03-24 07:18:23,' Where are the %*& ; ?,0.0,neutral
98,844970083000578048,2017-03-23 17:52:21,' like / Wed for 8 . 1 release ',0.3612,positive
99,844668567983312896,2017-03-22 21:54:14,""" Except that ' t actually my house ...""",0.0,neutral
100,844360899603288064,2017-03-22 01:31:40,"' Perhaps there will be some future bill that a difference for , but this is not it .'",0.0,neutral
101,844360665900838912,2017-03-22 01:30:44,' I am not . This bill almost nothing about what is doing . stay in place a \ xe2 \ x80 \ xa6,0.0,neutral
102,844358371616567296,2017-03-22 01:21:37,""" : Hope you like my Model X customer story . You ' re something of a hero of mine . Never give up and thank you ! :/\ xe2 \ x80 \ xa6 """,0.8955,positive
103,843504884154417153,2017-03-19 16:50:10,' : Recovery en route to Dragon .,0.0,neutral
104,842447592172675072,2017-03-16 18:48:52,""" : More from today ' s Falcon 9 launch \ xe2 \ x86 \ x92",0.0,neutral
105,842400698025172992,2017-03-16 15:42:32,' : Successful deployment of to a Transfer Orbit confirmed .,0.5859,positive
106,842400673043898368,2017-03-16 15:42:26,' : Back live for final burn and satellite deployment \ xe2 \ x86 \ x92,0.0,neutral
107,842392886494683136,2017-03-16 15:11:29,' : !,0.0,neutral
108,842233727115702272,2017-03-16 04:39:03,"' 3 is a great car , but definitely Model S '",0.7269,positive
109,841565055552389120,2017-03-14 08:21:59,' Good point ',0.4404,positive
110,841564430399807489,2017-03-14 08:19:30,""" I wish . It ' s so annoying .""",-0.0754,negative
111,841563925707546626,2017-03-14 08:17:30,"' Finally , an explanation for daylight that sense ...",0.0,neutral
112,841098180573851648,2017-03-13 01:26:47,' ',0.0,neutral
113,841041891747545089,2017-03-12 21:43:07,""" It ' s been a bear to get done , but prob 10 days or so , depending on full speed test """,0.0,neutral
114,841041532140445696,2017-03-12 21:41:41,""" bacon Looking forward to it . I know it ' s cliche , but is my favorite book ever :) Want t \ xe2 \ x80 \ xa6",0.8573,positive
115,841041070792228864,2017-03-12 21:39:51,' Sure . Just check out my prior tweet on ($ 250 at pack level ). W \ xe2 \ x80 \ xa6,0.3182,positive
116,841040566867509248,2017-03-12 21:37:51,"'. Can only happen with your support , and working closely with key and utility who are s \ xe2 \ x80 \ xa6",0.4019,positive
117,841039231694786560,2017-03-12 21:32:33,"' Just to write a note of appreciation to the many who came out in support of the battery plan , especially '",0.7184,positive
118,841011061935362048,2017-03-12 19:40:37,' pton16 I love . Just better over time .',0.7964,positive
119,840780746868441088,2017-03-12 04:25:25,' Answer is complex for electric . We use an induction motor fed by a pack an \ xe2 \ x80 \ xa6,0.0,neutral
120,840774191049658372,2017-03-12 03:59:22,' High voltage is for sure the best way to transmit electricity over long . Good \ xe2 \ x80 \ xa6,0.8555,positive
121,840772319526113280,2017-03-12 03:51:56,"' Ironically , direct current is the right approach today , even though alternating was right in the past . Solar power & ; electronics both .'",0.0,neutral
122,840770270776315904,2017-03-12 03:43:47,""" You ' re most welcome . Very exciting to discuss the future of electricity . + storage biggest \ xe2 \ x80 \ xa6",0.7935,positive
123,840410357122314240,2017-03-11 03:53:37,"' Just spoke with , Premier of South . Very . is clearly \ xe2 \ x80 \ xa6",0.4549,positive
124,840101692087582720,2017-03-10 07:27:06,"' Yes , but shipping , / and installation labor vary by country , as those are beyond our control '",0.2144,positive
125,840096176678420481,2017-03-10 07:05:11,' $ 250 / at the pack level for 100MWh + . is moving to fixed and open and for all .',0.0,neutral
126,840032197637685249,2017-03-10 02:50:57,' will get the system and working 100 days from contract signature or it is free . That serious enough for you ?',0.4588,positive
127,838569247555014656,2017-03-06 01:57:43,' Will send you one ',0.0,neutral
128,838565081306677249,2017-03-06 01:41:09,' Self - hatred ',-0.6369,negative
129,838563502386118656,2017-03-06 01:34:53,' Thanks !',0.4926,positive
130,838558471972741120,2017-03-06 01:14:54,',0.0,neutral
131,838555180656295936,2017-03-06 01:01:49,' : Project,0.0,neutral
132,837113202030759937,2017-03-02 01:31:54,""" Thank you for the lovely letter . That like a great idea . We ' do it !",0.9215,positive
133,836443541001797632,2017-02-28 05:10:55,""" could not do this without . Can ' t express enough appreciation .",0.5106,positive
134,836442868180905984,2017-02-28 05:08:14,""" This is not true . works for a lot of people and that ' s great , but I ' maybe done it 7 or 8 times ever .""",0.2225,positive
135,836328719165763584,2017-02-27 21:34:39,' Fly me to the moon ... \ n,0.0,neutral
136,836020571490021376,2017-02-27 01:10:11,' announcement tomorrow at 1pm PST ',0.0,neutral
137,835361919775100929,2017-02-25 05:32:56,' of course ',0.0,neutral
138,835351081945350145,2017-02-25 04:49:52,' maybe one of those too ',0.0,neutral
139,835350234049863680,2017-02-25 04:46:30,' Roller are awesome ',0.6249,positive
140,835202594968477696,2017-02-24 18:59:50,' Something on a tristate border might work . plus nearby supporting supply chain needs a very large .',0.4404,positive
141,835187859158020097,2017-02-24 18:01:17,' Good chance it will ',0.5994,positive
142,835187686151315456,2017-02-24 18:00:36,' Exactly :)',0.0,neutral
143,835185478512992256,2017-02-24 17:51:49,""" I ' t pose for it ( hopefully that ' s obvious ) or want me on cover . Tunnel boring machine pic be way better """,0.5574,positive
144,835178020604301313,2017-02-24 17:22:11,' Minor update this weekend . High speed in about two .',0.0,neutral
145,834740218531962881,2017-02-23 12:22:31,' Excellent Model X review,0.5719,positive
146,833411017065394176,2017-02-19 20:20:45,' Just posted a video,0.0,neutral
147,833332384913252352,2017-02-19 15:08:17,',0.0,neutral
148,833332058453790720,2017-02-19 15:06:59,' Baby came back,0.0,neutral
149,833330869293035520,2017-02-19 15:02:16,' : Falcon 9 first stage landed at - 1 ',0.0,neutral
150,833329896168370179,2017-02-19 14:58:24,' no ',-0.296,negative
151,833329764232372224,2017-02-19 14:57:52,"' : Right on schedule , solar have been on Dragon cargo . Watch :",0.0,neutral
152,832995083519614976,2017-02-18 16:47:58,' System was green for launch . I it off .',0.0,neutral
153,832992529872097280,2017-02-18 16:37:50,"' They are often right , but , in this case , we have already retired so much R & ; D risk on Dragon 2 , that I feel very confident of 2018 .'",0.3963,positive
154,832986598627106818,2017-02-18 16:14:15,"' high pressure bleed off the fuel side ( - 1 kerosene ) turbopump , so no pump or fluid '",-0.6207,negative
155,832984361989386240,2017-02-18 16:05:22,""" , 99 % likely to be fine ( closed loop overcome error ), but that 1 % chance ' t worth rolling the dice . Better to wait a day .""",0.8047,positive
156,832979955092819968,2017-02-18 15:47:51,"' Not obviously related to the ( very tiny ) helium leak , but also not out of the question '",-0.21,negative
157,832973218348625920,2017-02-18 15:21:05,""" If this is the only issue , flight would be fine , but need to make sure that it ' t symptomatic of a more significant upstream root cause """,0.7175,positive
158,832970849791537152,2017-02-18 15:11:41,"' All go , except the movement trace of an upper stage engine steering hydraulic piston was slightly odd . Standing down to investigate .'",-0.2516,negative
159,832954058730115074,2017-02-18 14:04:57,"' : 1 hour from launch of Falcon 9 & ; Dragon to Station . Rocket & ; weather are go . Launch at 10 : 01am , 15 : 01",0.0,neutral
160,832871068066942976,2017-02-18 08:35:11,' Counting down to the first launch from the 11 launch pad tomorrow morning ( \ xe2 \ x80 \ xa6,0.0,neutral
161,832869029580664833,2017-02-18 08:27:05,""" : Hear from at 5pm about the status of tomorrow ' s 10 : 01am cargo launch to Station :",0.0,neutral
162,832868838479851521,2017-02-18 08:26:19,""" ' s photo",0.0,neutral
163,832863988836814848,2017-02-18 08:07:03,"' Provided Dragon 2 go well , is highly confident of being able to fly US in 2018",0.6801,positive
164,832788691588296705,2017-02-18 03:07:51,' like we are go for launch . Added an abort trigger at T - 60 for pressure decay of upper stage helium spin start system .',-0.34,negative
165,832647116816150530,2017-02-17 17:45:17,"' Investigating a ( very small ) leak in the upper stage . If , will launch tomorrow .",-0.3976,negative
166,832619549937668096,2017-02-17 15:55:44,""" Yes , but only deep in solid rock , where the are self - supporting and concrete ' t """,0.765,positive
167,832480331496185857,2017-02-17 06:42:32,""" It ' s much easier to do the that way """,0.4215,positive
168,832375525754626048,2017-02-16 23:46:04,' Daylight rocket launch & ; landing at the Cape this weekend . Will be the 1st flight from the launch pad .,0.0,neutral
169,832089102266687488,2017-02-16 04:47:56,' I used that one :)',0.0,neutral
170,832086901704126464,2017-02-16 04:39:11,""" , what are some good ? Will have to meter these out . Hopefully , can ' t die from groaning too much .""",0.1779,positive
171,832086234302341120,2017-02-16 04:36:32,' They are doing ',0.0,neutral
172,832085891715723264,2017-02-16 04:35:10,' You may come to regret that request :)',-0.4215,negative
173,832085554619572225,2017-02-16 04:33:50,"' Yeah , exactly . So that it cool , right !?'",0.6194,positive
174,832084918645596166,2017-02-16 04:31:18,"' Yeah , awesome achievement by . Very impressive !'",0.8803,positive
175,832084402473627650,2017-02-16 04:29:15,"' Apparently , there is this thing "" Dad "" and I make them '",0.0,neutral
176,832082377920778240,2017-02-16 04:21:12,""" You ' re right , I can ' t hide any more ! I am Irony Man ...""",-0.3549,negative
177,831972894355828736,2017-02-15 21:06:09,' they were that I accidentally . I said the same thing a week already .',-0.34,negative
178,831972613912080384,2017-02-15 21:05:03,"' In appreciation , is providing all repair free of charge and expedited .",0.765,positive
179,831969536584806400,2017-02-15 20:52:49,' to the owner who damage to his own car to bring a car with an unconscious driver safely to a stop !',-0.3595,negative
180,831692803210096641,2017-02-15 02:33:11,' Best place to watch is on the Cape causeway ',0.6369,positive
181,830239445433544704,2017-02-11 02:18:03,' like the ( consumer ) and ( utility / commercial ) might be useful ',0.6597,positive
182,830148763578662916,2017-02-10 20:17:43,' Falcon 9 rocket now vertical at Cape on launch complex 39 - A . This is the same launch \ xe2 \ x80 \ xa6,0.0,neutral
183,829885356531032064,2017-02-10 02:51:02,' Exactly . What this person said is untrue .',0.0,neutral
184,829861775357071361,2017-02-10 01:17:19,"' Please check your . and as soon as we received the filing , which was .'",0.3182,positive
185,829834118733062144,2017-02-09 23:27:26,' : Supercharger availability is now displayed on your so you can see how many are open before you ar \ xe2 \ x80 \ xa6 ',0.0,neutral
186,829509777218613248,2017-02-09 01:58:37,' of course it will ',0.0,neutral
187,829447188325412866,2017-02-08 21:49:54,' Should all be by next month ',0.0,neutral
188,829442592978792448,2017-02-08 21:31:39,' Motor Trend could only achieve 2 . 4 sec when they tested the 918 ',0.0,neutral
189,829441987686182912,2017-02-08 21:29:14,""" I don ' t know what make you think that ' s a rocket . It ' s completely covered in a tarpaulin ...""",0.0,neutral
190,829431667072733185,2017-02-08 20:48:14,""" : . 18 for Dragon ' s next resupply mission to the Station \ xe2 \ x80 \ x94 our 1st launch from - 39A at ' s \ xe2 \ x80 \ xa6 """,0.0,neutral
191,829396254920568832,2017-02-08 18:27:31,' and Baker article in regarding a carbon tax,0.0,neutral
192,829046669517860869,2017-02-07 19:18:23,' yes ',0.4019,positive
193,829027848434257924,2017-02-07 18:03:36,' for summer this year ',0.0,neutral
194,829015254524792832,2017-02-07 17:13:33,"' yes , altitude performance for electric . Opposite of combustion .'",0.4019,positive
195,829002643947167744,2017-02-07 16:23:27,""" No , will be lower . can ' t fit 100 .""",-0.2263,negative
196,828999653886550018,2017-02-07 16:11:34,""" Also , service can remove front trunk liner if you don ' t use it and improve performance further """,0.4404,positive
197,828998837578526723,2017-02-07 16:08:19,"' No to take X , S ( or 3 ) above 100 . Semi necessarily and pickup truck maybe will go above .'",-0.296,negative
198,828984746029912064,2017-02-07 15:12:19,' Take out the floor and its 2 . 27 . said everything had to be standard production .',0.0,neutral
199,828983364543664128,2017-02-07 15:06:50,' pi yes ',0.4019,positive
200,828981873086865410,2017-02-07 15:00:54,' Production Model S P100DL Motor Trend all - time world record to 60 in 2 . 27 sec,0.0,neutral
201,828840823093497856,2017-02-07 05:40:26,' : Millions of battery are of LA,0.0,neutral
202,828320620463140865,2017-02-05 19:13:20,' off now . That was more than enough Twitter trouble for one morning !',-0.4574,negative
203,828317118051520514,2017-02-05 18:59:24,' : I agree :,0.3612,positive
204,828315290782093312,2017-02-05 18:52:09,' No rare earth in battery ',-0.296,negative
205,828314791819218944,2017-02-05 18:50:10,' Almost ready ',0.2975,positive
206,828314321679704066,2017-02-05 18:48:18,' update is about two out . kernel and browser update probably a month or so . HW2 Autopilot priority .',0.0,neutral
207,828312660299091968,2017-02-05 18:41:42,"' Yes , but Model 3 is the overwhelming priority '",0.2144,positive
208,828312511946567680,2017-02-05 18:41:06,' I will post an article he wrote half a century ago about flying through and in his plane . One of my favorite .',0.4588,positive
209,828309896122789889,2017-02-05 18:30:43,' Almost there . We are just being very careful with the .',0.2247,positive
210,828307625632813056,2017-02-05 18:21:41,""" A lot of terrible could happen in four of extremism . Do you really want another war ? That ' s where extremism .""",-0.7698,negative
211,828305244891336706,2017-02-05 18:12:14,"' Yeah , it is hard to convey complex in 140 and tone is lost in text '",-0.128,negative
212,828304178644656129,2017-02-05 18:07:59,' People should push to have as many the President as possible . Blind hate is never the right answer .',-0.7506,negative
213,828303494981550082,2017-02-05 18:05:16,' Rolling out a new update today .',0.0,neutral
214,828303126935568384,2017-02-05 18:03:49,' We should try our best ',0.6369,positive
215,828302292520681474,2017-02-05 18:00:30,"' Really ? , I will work harder on thinking first and second . Sorry for anything thoughtless .'",-0.5106,negative
216,828301829909921792,2017-02-05 17:58:40,' I just had three :)',0.0,neutral
217,828301680596889600,2017-02-05 17:58:04,' is critical for the long - term survival of humanity and life on Earth as we know it ',-0.3182,negative
218,828301040768393216,2017-02-05 17:55:31,' ',0.0,neutral
219,828300568062021632,2017-02-05 17:53:39,' Gravimetric energy density of and a high cell mass fraction ',0.2732,positive
220,828300245998116864,2017-02-05 17:52:22,""" I love Canada ! I ' m half . My was born in . My grandfather ( her Dad ) was , born in .""",0.6696,positive
221,828299070154358784,2017-02-05 17:47:42,' Me too . I hope to get back to regularly soon ...',0.4404,positive
222,828298780638400512,2017-02-05 17:46:33,""" I agree , great country ! Looking forward to taking my for a visit . I ' it is incredibly beautiful .""",0.9019,positive
223,828297954314289153,2017-02-05 17:43:15,' Really ? I already have both in my mouth and am on my own idiocy ...',0.0,neutral
224,828297337353154560,2017-02-05 17:40:48,' True . Me being one of them :)',0.4215,positive
225,828297251026001924,2017-02-05 17:40:28,"' Not perfect & ; be better , but 10th out of 200 + with only a 0 . 08 to "" 1st "" place it \' s essentially on par '",-0.4023,negative
226,828294008677994496,2017-02-05 17:27:35,"' Fair point , sorry '",0.25,positive
227,828293735419109376,2017-02-05 17:26:30,"' should be pushing for more to advise President , not . How could only advise him possibly be good ?'",0.4404,positive
228,828292953798012932,2017-02-05 17:23:23,' Needs a major overhaul ',0.0,neutral
229,828292305522192384,2017-02-05 17:20:49,' Exactly ',0.0,neutral
230,828291884858691584,2017-02-05 17:19:08,' is great on all . Love !',0.8622,positive
231,828291645548408833,2017-02-05 17:18:11,' Yeah . And Twitter is a hater .',-0.1531,negative
232,828291190965551106,2017-02-05 17:16:23,"' Good grief , I \' m not "" working "" for Trump . I \' m trying to provide advice that take in a more positive direction .'",0.5563,positive
233,828290224069419010,2017-02-05 17:12:32,""" Actually , I think it ' s cool :)""",0.3182,positive
234,828289948767895552,2017-02-05 17:11:27,""" ' t that basically like a jury of ? That is a default option in the US .""",0.3612,positive
235,828289487075733504,2017-02-05 17:09:37,""" Those have strong justice , but I ' d put them roughly on par with US . That rating system many .""",0.5187,positive
236,828287608614744064,2017-02-05 17:02:09,' Did you read my ? I it hard . Did not defend .',-0.1027,negative
237,828287354741936130,2017-02-05 17:01:08,""" You ' re right . Politics is a no - win situation . Somebody is going to hate what you say no matter what that is .""",-0.4939,negative
238,828285894570422272,2017-02-05 16:55:20,""" Also good . There are several that are on par with US . Just don ' t think any are better . People confuse with .""",0.5994,positive
239,828285409675341824,2017-02-05 16:53:25,' Mostly anti - drug ',-0.3182,negative
240,828284802327523328,2017-02-05 16:51:00,' Exactly ',0.0,neutral
241,828284631170560000,2017-02-05 16:50:19,"' The need to change . are responsible for whether an action the law , not making law .'",0.3182,positive
242,828284048103579651,2017-02-05 16:48:00,' The remedy for that is the law ',0.0,neutral
243,828282768559849473,2017-02-05 16:42:55,""" , but what ' s up the ?""",0.0,neutral
244,828282648711802881,2017-02-05 16:42:26,""" There are many good legal on par with US . Just don ' t know any that are better .""",0.743,positive
245,828281953455579136,2017-02-05 16:39:41,' True !',0.4753,positive
246,828280866451374085,2017-02-05 16:35:21,""" Many in don ' t realize how they should be of the legal system . Not perfect , but nowhere is the cause of justice better .""",0.8272,positive
247,828279118944989185,2017-02-05 16:28:25,"' : to receive Best Car Award for the third year in a row in . Thank you to all 124 , 000 of you who ! \ xe2 \ x80 \ xa6 '",0.8883,positive
